ano,mes,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,letalidade_violenta,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
2008,2,505,5,21,531,109,640,325,6012,257,183,2943,5483,680,836,6999,2400,238,418,125,1,6,16,156,,1263,11622,1756,2854,605,1769,,7601,14585,0,173,1,1851,737,285,333,138,1732,1451,279,854,48,4901,361,68,1,1,0,52685,3
2008,3,527,2,21,550,140,690,340,6637,330,257,3653,5377,699,919,6995,2401,274,421,129,3,5,19,184,,1156,11587,1844,1935,643,1591,,7505,13518,0,149,5,2180,882,361,381,160,1717,1490,260,990,47,5593,396,67,1,2,0,54890,3
2008,4,475,4,13,492,147,639,325,6017,292,220,3507,5538,630,923,7091,2179,269,381,99,1,6,10,186,,1154,11376,1766,1871,604,1640,,7474,13355,0,132,6,2161,854,367,373,140,1693,1510,268,981,43,5220,392,52,2,2,0,53085,3
2008,5,412,2,22,436,147,583,334,5687,263,250,3609,5703,649,856,7208,2251,302,412,114,5,2,16,197,,1127,11634,1781,2108,677,1807,,7708,14081,1,140,9,2081,848,322,394,149,1851,1532,294,862,32,5181,321,55,2,0,0,53450,3
2008,6,402,4,19,425,105,530,314,5493,309,220,3375,5548,728,771,7047,2100,225,407,118,2,4,18,154,,1190,11265,1779,2026,674,1739,,7609,13827,1,122,2,2012,842,339,393,143,1653,1507,263,844,50,4858,415,49,4,3,1,52578,3
2008,7,413,4,21,438,62,500,286,5634,295,233,3273,5918,696,735,7349,2207,258,400,100,6,2,10,165,,1271,11768,1714,2323,663,1750,,7716,14166,1,142,4,2056,717,292,290,154,1746,1559,276,1092,41,5160,436,45,1,3,0,54643,3
2008,8,430,10,18,458,30,488,333,6085,321,253,3339,5602,717,785,7104,2307,237,379,129,9,5,17,249,,1313,11749,1894,2243,681,1729,,7476,14023,0,121,7,2012,703,279,298,142,1667,1428,263,1062,69,5412,465,43,8,2,0,54629,3
2008,9,435,4,25,464,62,526,332,5873,356,214,3484,5625,798,796,7219,2308,226,394,134,8,3,10,213,,1221,11736,1772,2146,639,1868,,7484,13909,2,134,7,1858,776,328,324,137,1670,1384,294,943,56,5380,463,37,4,2,0,54732,3
2008,10,557,1,24,582,74,656,357,6598,438,233,3739,6186,907,922,8015,2630,278,454,141,1,6,14,189,,1325,13053,1832,2367,676,1956,,7997,14828,0,150,6,1878,797,335,345,133,1885,1645,303,769,43,5893,488,35,2,4,1,59018,3
2008,11,516,2,24,542,81,623,403,6475,356,259,3406,5551,719,781,7051,2231,213,415,135,3,1,11,194,,1152,11406,1893,2096,624,1700,,7458,13771,1,121,4,1750,866,357,361,173,1720,1547,298,766,40,6057,506,48,2,1,1,54772,3
2008,12,507,2,16,525,71,596,398,6707,372,230,3547,5857,707,769,7333,2337,300,437,147,4,4,14,184,,1159,11919,1782,2338,713,1850,,7669,14352,1,206,8,1731,688,248,310,153,1705,1501,261,777,60,5645,436,52,2,1,1,54934,3
2009,1,551,2,13,566,94,660,378,6631,381,189,3167,6145,718,829,7692,2573,212,392,125,5,6,12,159,,1156,12332,1789,2394,630,1990,,7882,14685,0,73,7,1752,830,313,373,162,1883,1683,307,803,34,6033,465,41,1,3,0,56360,3
2009,2,556,4,19,579,75,654,383,6595,322,204,3230,6279,659,788,7726,2367,188,381,136,3,5,12,173,,1254,12245,1691,3241,637,1743,,7416,14728,0,123,6,1644,854,356,358,166,1742,1584,319,793,61,5889,414,50,0,3,2,55116,3
2009,3,588,5,30,623,103,726,444,7183,441,239,3493,6686,782,926,8394,2564,236,465,156,3,3,18,182,,1442,13463,1830,2478,762,1892,,7967,14929,1,128,2,1975,980,352,476,187,1880,1923,323,1108,59,6719,553,50,0,2,1,61430,3
2009,4,542,3,27,572,102,674,423,6705,359,189,3073,6369,711,769,7849,2310,226,450,134,5,6,10,191,,1150,12331,1759,2136,688,1673,,7314,13570,1,118,5,1609,856,308,404,163,1788,1851,357,1038,58,5922,429,39,2,1,2,55492,3
2009,5,522,0,14,536,80,616,386,6565,372,194,3571,6506,799,780,8085,2340,236,418,135,0,12,17,191,,1139,12573,1679,2361,740,1761,,7892,14433,2,112,8,1956,878,293,411,201,1795,1821,326,942,46,5904,401,29,3,3,2,57585,3
2009,6,439,6,11,456,107,563,378,5640,337,206,3241,6277,766,802,7845,1968,221,410,143,6,8,13,178,,1078,11870,1638,2072,691,1795,,7340,13536,0,120,4,1892,827,306,376,165,1737,1652,265,1101,44,5376,451,32,3,4,0,54415,3
2009,7,397,3,18,418,87,505,322,5669,334,165,3440,6063,758,737,7558,1982,206,446,129,4,3,11,186,,1076,11601,1659,2176,757,1804,,7566,13962,2,95,12,2064,873,315,401,171,1613,1644,280,1177,48,5352,450,43,5,1,0,55197,3
2009,8,432,3,12,447,75,522,398,6132,322,203,3402,5557,661,745,6963,1928,228,394,116,5,2,12,154,,1108,10910,1699,2273,695,1753,,7348,13768,0,96,9,1948,985,331,503,184,1533,1932,327,1238,56,5447,392,41,3,0,0,54526,3
2009,9,433,3,18,454,82,536,365,6678,330,203,3534,5354,687,660,6701,1728,217,424,147,3,3,14,151,,903,10291,1619,2242,746,1914,,7506,14027,2,100,6,1918,1052,354,519,207,1515,1826,369,1120,48,5956,442,37,5,2,0,54919,3
2009,10,419,1,21,441,93,534,316,6452,363,175,3584,5247,701,676,6624,1758,187,396,146,3,4,13,149,,923,10203,1680,2438,693,1762,,7155,13728,0,85,7,1812,1005,359,482,194,1466,1804,382,885,38,5947,427,40,4,3,0,53531,3
2009,11,438,4,13,455,76,531,346,7857,230,219,3720,5336,636,625,6597,1688,224,383,145,3,2,8,184,,930,10164,1576,2431,738,1920,,7375,14040,1,95,6,1752,922,308,454,172,1423,1705,325,884,58,6688,455,44,4,0,0,56000,3
2009,12,476,10,25,511,74,585,333,7137,329,187,3772,5247,621,593,6461,1830,269,385,150,2,1,10,152,,1037,10297,1723,2661,761,1796,,7898,14839,2,77,6,1697,928,308,485,156,1538,1724,316,795,29,6009,546,49,0,2,0,55145,3
2010,1,447,6,19,472,77,549,377,7716,345,161,3511,5292,622,568,6482,1945,234,373,123,1,4,10,139,,1036,10347,1683,2618,704,1768,,8077,14850,2,89,5,1716,891,301,466,143,1497,1763,385,695,43,6868,481,69,2,3,3,56534,3
2010,2,473,3,6,482,62,544,329,7201,391,198,3267,5361,546,582,6489,1739,221,348,116,2,1,6,123,,1003,10048,1669,4095,710,1985,,7897,16356,0,65,7,1628,865,286,463,135,1320,1664,326,753,21,6403,473,67,1,1,0,56299,3
2010,3,492,4,17,513,81,594,391,6767,341,186,3661,6036,693,795,7524,2041,229,441,148,2,3,14,145,,1100,11647,1713,2744,871,1954,,8260,15542,2,169,12,2249,933,309,507,140,1584,1861,397,958,45,6618,447,57,3,0,0,59907,3
2010,4,432,2,11,445,102,547,347,6185,337,216,3209,5581,574,716,6871,1784,181,420,113,2,1,6,129,,990,10497,1594,2263,789,1768,,7381,13795,0,140,6,1813,871,274,477,133,1378,1803,395,727,31,6051,437,45,1,0,0,53658,3
2010,5,361,7,11,379,109,488,345,6267,345,208,3674,5749,650,691,7090,1648,215,441,132,2,3,8,147,,963,10649,1670,2639,868,1941,,8052,15170,0,122,5,2215,1038,351,557,151,1438,2031,409,1197,41,5892,403,44,2,1,0,58057,3
2010,6,347,7,12,366,74,440,278,6153,347,185,3462,5083,613,669,6365,1699,212,363,121,1,2,12,124,,896,9795,1585,2510,815,1846,,7508,14264,0,107,11,2032,1006,355,518,154,1399,1675,347,1065,30,5707,402,46,2,0,0,53942,3
2010,7,324,3,12,339,58,397,288,6050,402,206,3636,5143,589,784,6516,1666,209,372,103,1,4,9,141,,860,9881,1557,2416,715,1850,,7614,14152,0,99,7,2096,1044,397,537,123,1452,1718,363,1142,34,6146,439,29,1,3,0,55674,3
2010,8,344,8,12,364,30,394,333,6412,402,178,3889,5166,543,695,6404,1558,184,362,120,1,2,10,161,,832,9634,1628,2384,873,1875,,7611,14371,1,119,14,2094,1071,462,514,126,1414,1916,376,1335,43,6458,436,33,2,0,1,56596,3
2010,9,360,1,21,382,34,416,310,6584,402,211,3673,5200,590,671,6461,1489,211,411,135,5,5,4,150,,847,9718,1408,2451,854,1808,,7340,13861,1,113,5,2035,1080,447,550,114,1263,1733,399,1003,45,6372,472,36,3,2,1,54971,3
2010,10,406,7,16,429,71,500,408,7116,359,219,3832,5266,607,765,6638,1590,170,427,123,1,3,3,153,,924,10032,1545,2381,860,1721,,7579,14086,0,122,5,1946,1220,504,606,135,1219,1924,425,1036,48,6524,494,34,3,0,0,56358,3
2010,11,364,1,7,372,102,474,368,6606,442,182,3291,4925,518,646,6089,1413,266,338,107,1,3,6,138,,801,9162,1318,2333,869,1713,,7237,13470,1,135,7,2150,1391,509,721,187,1271,1993,451,1057,54,6449,462,40,4,2,0,54447,3
2010,12,417,1,12,430,55,485,372,8019,476,250,3740,4544,443,620,5607,1480,287,371,124,3,2,11,171,,834,8890,1382,2991,912,1916,,7658,14859,0,129,4,2079,1135,465,546,147,1333,1905,341,1007,48,6873,527,45,4,3,0,57604,3
2011,1,425,5,9,439,61,500,413,8272,396,179,3923,4771,505,616,5892,1567,231,409,92,4,1,4,138,,865,9203,1423,2822,763,2037,,7969,15014,2,143,14,2025,1068,428,527,136,1375,1858,409,867,42,7403,488,52,1,0,0,57852,3
2011,2,368,2,7,377,39,416,379,7844,416,187,3727,4742,516,588,5846,1490,234,453,81,3,2,8,185,,835,9137,1227,3130,851,2022,,7951,15181,0,144,5,2121,1094,430,521,165,1288,1874,405,853,41,7172,451,47,2,0,0,57840,3
2011,3,381,6,9,396,68,464,395,7143,434,243,3716,5215,515,621,6351,1544,226,401,129,5,0,6,162,,892,9716,1354,4622,860,2215,,8249,17300,0,148,7,2267,1283,519,644,153,1329,2434,501,1197,62,7072,521,37,3,1,2,62560,3
2011,4,403,7,6,416,68,484,387,7100,389,186,3735,4687,495,598,5780,1491,239,414,105,1,2,13,178,,909,9132,1293,2579,852,1933,,8132,14789,1,144,20,2119,1370,561,692,157,1233,2432,552,1141,70,7313,469,60,1,0,0,58691,3
2011,5,368,3,10,381,74,455,353,6423,417,220,3796,4640,496,559,5695,1462,273,408,88,5,0,8,173,,811,8923,1360,2689,939,2054,,8195,15237,0,222,15,2636,1409,521,745,185,1277,2370,556,1176,75,6859,452,46,6,2,0,59364,3
2011,6,307,2,18,327,62,389,272,6396,395,181,3979,4433,445,502,5380,1439,247,372,97,2,1,7,188,,782,8515,1244,2637,886,1847,,7536,14150,0,186,12,2465,1246,500,603,173,1300,1982,447,1291,93,6453,498,42,2,0,0,56247,3
2011,7,331,2,6,339,37,376,326,6682,365,219,3995,4562,482,533,5577,1604,221,393,91,3,0,13,176,,822,8900,1265,2587,897,1725,,7340,13814,1,192,8,2528,1291,498,649,163,1285,2111,442,1355,58,6205,438,40,7,1,0,56198,3
2011,8,371,2,11,384,18,402,352,7067,423,226,4289,4725,458,537,5720,1642,253,354,82,5,1,12,190,,855,9114,1250,2641,920,1790,,7720,14321,0,194,13,2788,1291,545,629,153,1467,2136,462,1838,73,7005,465,38,6,0,0,59713,3
2011,9,323,4,8,335,23,358,333,6486,448,234,3935,4527,407,546,5480,1629,242,343,90,4,3,14,159,,920,8884,1274,2630,954,1623,,7694,14175,1,157,18,2611,1287,489,639,189,1374,2049,486,1515,59,6440,414,35,2,3,0,56593,3
2011,10,318,2,11,331,20,351,345,7036,404,213,3868,4137,397,511,5045,1695,257,394,115,1,1,6,143,,878,8535,1413,2392,922,1603,,7475,13805,2,135,10,2471,1188,503,544,167,1374,2037,438,1404,53,6519,427,36,4,0,1,56597,3
2011,11,339,2,10,351,33,384,329,6524,380,205,3552,4076,372,437,4885,1595,300,355,92,0,1,5,158,,867,8258,1263,2382,831,1592,,7508,13576,3,153,8,2598,1359,536,674,172,1483,2185,539,1521,47,6200,425,38,6,0,0,55043,3
2011,12,345,3,13,361,20,381,358,7736,404,220,4219,4163,303,418,4884,1615,350,356,108,4,1,4,148,,901,8371,1227,2958,805,1526,,8122,14638,0,115,13,2617,1387,612,638,172,1357,2270,533,1482,67,6632,440,48,4,0,2,59577,3
2012,1,329,2,12,343,38,381,412,7490,492,202,3733,4094,362,417,4873,1630,299,384,104,3,2,4,154,,972,8425,1386,3210,857,1607,,8126,15186,0,166,13,2560,1379,586,645,176,1413,2239,497,1302,65,6827,513,44,1,0,1,58558,3
2012,2,395,2,14,411,35,446,538,7849,479,175,3722,4533,379,458,5370,1981,288,457,108,3,2,6,146,,960,9321,1367,5368,869,1880,,8379,17863,1,123,18,2328,1171,507,545,138,1351,2139,477,1239,56,6810,484,55,1,0,0,61283,3
2012,3,394,2,17,413,38,451,369,7540,548,168,4092,4372,407,479,5258,2026,348,479,147,0,2,6,175,,998,9439,1431,2823,929,1667,,8506,15356,1,151,5,2857,1549,638,736,208,1643,2309,564,1617,78,7350,484,54,4,1,0,62187,3
2012,4,342,2,7,351,45,396,387,7361,456,191,3769,4286,372,419,5077,2066,298,440,121,2,1,12,144,,918,9079,1412,2509,867,1549,,8030,14367,1,133,8,2346,1627,732,740,184,1633,2396,569,1358,46,6845,462,46,0,2,1,58264,3
2012,5,346,1,10,357,41,398,375,6916,473,203,3884,4676,410,495,5581,2047,342,456,148,1,2,11,156,,930,9674,1373,2620,1036,1724,,8793,15546,2,205,16,2809,1724,705,842,216,1803,2501,617,1397,47,6820,460,45,6,2,1,62143,3
2012,6,318,4,9,331,19,350,357,6926,485,209,3714,4047,355,424,4826,1743,287,446,102,1,5,5,120,,877,8412,1266,2378,843,1461,,7873,13821,0,243,8,2478,1736,753,823,199,1377,2416,620,1350,32,6574,494,34,5,1,0,57356,3
2012,7,298,5,15,318,49,367,329,7346,540,227,4164,4163,407,377,4947,1688,265,481,98,2,1,8,141,,830,8461,1331,2476,856,1560,,8429,14652,2,196,14,3245,1678,664,815,235,1408,2311,589,1451,43,6900,524,38,2,2,0,61308,3
2012,8,294,1,11,306,44,350,349,7328,515,220,4221,4041,371,345,4757,1751,328,422,100,2,3,7,167,,919,8456,1309,2552,888,1647,,8332,14728,2,140,7,3248,1644,665,813,206,1395,2361,627,1515,53,7025,517,51,1,0,0,60926,3
2012,9,331,0,13,344,15,359,327,7214,540,180,4092,3553,337,348,4238,1754,247,419,104,1,5,11,128,,833,7740,1283,2233,787,1439,,7570,13312,4,108,6,2631,1437,633,670,169,1300,2091,526,1353,51,6838,518,48,5,2,0,56387,3
2012,10,314,0,18,332,31,363,376,7791,561,224,4296,4029,349,350,4728,1762,315,420,89,1,1,10,156,,828,8310,1382,2506,902,1599,,8336,14725,0,135,8,3182,1545,636,737,214,1473,2268,678,1244,46,7365,552,47,2,1,0,62040,3
2012,11,325,2,8,335,38,373,343,6900,490,206,3744,3898,312,362,4572,1728,288,398,96,2,1,4,151,,893,8133,1362,2353,763,1413,,8125,14016,0,127,9,3031,1678,680,818,209,1374,2306,741,1252,55,6369,463,26,2,0,1,56523,3
2012,12,395,3,8,406,26,432,412,8805,496,239,4124,3868,301,367,4536,1889,351,411,104,2,5,8,145,,874,8325,1361,2841,841,1470,,8654,15167,0,110,7,2848,1522,635,733,189,1276,2356,687,1161,46,7515,504,50,1,3,0,61758,3
2013,1,397,2,11,410,29,439,383,6800,514,175,3396,4352,348,405,5105,1946,336,489,125,0,4,8,155,,808,8976,1413,3492,771,1524,,8911,16111,1,166,10,3328,1751,708,863,218,1542,2496,788,1160,59,7026,554,46,2,0,0,61491,3
2013,2,389,4,6,399,29,428,457,8371,512,171,3462,4678,372,421,5471,1909,258,452,118,2,6,9,136,,817,9178,1316,4743,806,1727,,8963,17555,1,138,9,2780,1866,740,896,271,1485,2854,859,1169,50,7171,499,44,4,1,0,64179,3
2013,3,411,1,11,423,38,461,479,7944,508,163,3895,4792,366,462,5620,2256,262,534,139,0,1,14,129,,990,9945,1509,2319,873,1438,,8698,14837,0,152,13,3060,2151,868,1046,275,1620,3168,992,1430,75,7574,560,64,4,1,0,64660,3
2013,4,417,8,10,435,37,472,352,7310,545,146,3775,4934,400,415,5749,2185,290,524,131,4,11,6,196,,978,10074,1414,2406,927,1357,,8471,14575,0,140,2,3316,2096,833,1060,250,1769,3112,999,1462,62,6877,577,38,1,1,0,63662,3
2013,5,430,2,8,440,41,481,396,7301,482,175,3600,5194,467,550,6211,2139,307,661,131,2,2,16,198,,1028,10695,1429,2476,923,1415,,8395,14638,0,125,2,3217,2041,812,1031,246,1728,3084,887,1561,68,6960,499,48,4,1,1,64934,3
2013,6,362,4,16,382,26,408,378,7346,483,195,3988,4720,497,494,5711,2242,229,641,110,3,3,15,178,,948,10080,1432,2601,870,1422,,8135,14460,0,161,11,3034,1815,708,950,191,1646,3207,907,1506,44,6810,513,35,5,1,0,62910,3
2013,7,302,1,11,314,36,350,317,6700,480,176,3941,4964,470,523,5957,2242,256,625,141,3,3,11,161,,989,10388,1501,3256,947,1545,,8837,16086,0,174,13,3114,1794,663,968,206,1861,2860,975,1731,47,6307,368,36,5,1,2,64980,3
2013,8,407,3,17,427,27,454,344,6706,457,217,4304,5333,535,627,6495,2525,290,610,127,1,3,8,159,,1044,11262,1549,2653,934,1445,,8099,14680,0,172,18,3241,1922,753,985,219,1904,2851,866,1621,57,6659,405,30,4,3,0,65047,3
2013,9,378,4,16,398,41,439,449,7150,509,245,4313,5098,572,632,6302,2382,282,588,105,2,7,14,156,,951,10789,1578,2885,886,1913,,8562,15824,0,169,13,2857,1973,801,966,240,1950,2942,1052,1445,72,6866,424,34,4,3,0,65831,3
2013,10,377,3,12,392,38,430,441,7508,520,184,4142,5531,529,579,6639,2639,295,546,120,1,4,8,169,,1101,11522,1588,2659,934,1497,,8718,15396,0,168,5,3139,2141,937,999,262,2077,3099,1091,1674,52,7117,497,41,5,2,1,68030,3
2013,11,414,2,13,429,31,460,420,7278,467,189,4116,5355,473,542,6370,2644,309,609,127,2,4,12,142,,1101,11320,1441,2514,839,1372,,7921,14087,1,152,14,2645,1836,759,903,221,1906,2838,969,1662,36,6870,443,45,4,2,0,63796,3
2013,12,461,5,17,483,43,526,532,8207,408,195,4184,5667,436,523,6626,2893,420,661,117,1,2,11,122,,1108,11961,1498,2687,902,1290,,8189,14566,0,151,7,2678,1841,727,933,216,1867,2763,973,1131,37,7452,483,41,6,0,0,65609,3
2014,1,464,3,15,482,50,532,557,9050,555,194,4064,6625,473,662,7760,3206,489,774,126,6,4,9,121,0,1275,13770,1638,3268,938,1538,0,9880,17262,0,178,31,3017,2356,1160,1012,219,2342,3095,1091,1494,47,9034,628,66,3,0,0,75403,3
2014,2,482,5,16,503,56,559,543,8093,555,166,3787,6555,461,621,7637,3025,418,728,140,4,5,14,123,0,1167,13261,1484,3274,940,1349,0,8809,15856,0,154,18,2873,2126,904,1021,234,2167,3095,1114,1289,58,8049,520,63,3,1,0,69434,3
2014,3,510,5,10,525,46,571,544,8357,479,214,3938,7014,555,639,8208,2947,401,773,125,2,4,16,94,0,1141,13711,1640,4564,974,1577,0,9248,18003,1,175,17,2745,2046,871,1002,228,2355,3154,1077,1533,60,8154,563,59,2,5,0,72915,3
2014,4,449,1,17,467,37,504,559,7484,469,194,3638,6777,554,657,7988,3073,371,758,120,3,5,9,142,0,1239,13708,1498,2612,939,1124,0,8229,14402,0,129,14,2700,2161,885,1077,250,2426,3105,1001,1700,73,7440,532,41,3,1,0,67358,3
2014,5,444,3,8,455,53,508,505,6249,442,161,3941,7033,573,571,8177,3073,520,728,139,1,4,9,111,0,1168,13930,1510,2576,876,1153,0,8116,14231,0,163,17,2864,2086,900,975,251,2495,2884,817,1929,67,6689,451,32,3,2,0,66175,3
2014,6,377,1,18,396,45,441,503,7229,429,185,3831,6716,616,565,7897,2635,386,649,104,0,2,6,88,0,1046,12813,1391,2952,782,1198,0,8738,15061,0,134,13,2793,2040,923,912,235,2003,2704,735,1511,59,6843,447,25,3,2,0,65397,3
2014,7,370,4,14,388,57,445,439,6070,442,156,3573,7196,647,592,8435,2479,442,650,95,2,1,14,136,0,1110,13364,1456,3248,1023,1287,0,9338,16352,0,125,6,3146,2220,966,1013,286,2105,2741,798,2109,83,6376,429,38,2,2,0,67615,3
2014,8,373,4,9,386,45,431,419,6250,450,185,3964,6715,748,505,7968,2411,448,546,104,3,2,5,110,0,916,12513,1493,2364,970,1184,0,7670,13681,0,139,7,2871,2436,1113,1077,289,1995,2846,913,1674,52,6609,493,38,3,2,0,65097,3
